% Model:              230406 -Langevin, stepped-horn and plate.mph
% Version:            COMSOL 6.0.0.405
% Date:               Apr 6 2023, 23:21
% Dimension:          1
% Nodes:              1601
% Expressions:        1
% Description:        Point graph
% freq (Hz)               abs(solid2.u_tZ)
89381.98597409905         0.03528940634912462
89510.70959377677         0.038928986261551037
89639.61859499493         0.04335549260541361
89768.71324473142         0.04886231978313887
89897.9938103481          0.05590901742581315
90027.46055959184         0.0652582860024466
90157.1137605957          0.07827518274681178
90286.95368187831         0.0976674484204594
90416.980592345           0.12967121830871922
90547.19476128895         0.19254468838989588
90677.5964583904          0.3717355086638039
90808.18595371871         2.1817777408599826
90938.96351773164         0.41200538458082914
91069.92942127644         0.20276253261524962
91201.08393559097         0.1341141203870064
91332.42733230317         0.10007657287420095
91463.95988343218         0.07974407264107522
91595.6818613894          0.06621988461453768
91727.59353897804         0.05656886330236288
91859.69518939413         0.049330720422499266
91991.98708622777         0.04369716826559881
92124.46950346246         0.0391845558428951
92257.14271547628         0.035485603924803794
92390.00699704306         0.032395012649678714
92523.06262333173         0.029763281982392465
92656.30986990755         0.027544443984406166
92789.74901273317         0.025578614465737382
92923.38032816793         0.023857851164632578
93057.2040929699          0.02233477469872466
93191.2205842952          0.020975772348376363
93325.43007969906         0.019754696657462788
93459.83285713701         0.018650724864418457
93594.42919496431         0.017647032563224533
93729.21937193711         0.016729866684952157
93864.20366721356         0.01588787045015285
93999.38236035308         0.015111580566113336
94134.75573131847         0.014393046521440848
94270.32406047513         0.01372553840065476
94406.08762859226         0.013103319971513034
94542.04671684396         0.012521470586097413
94678.20160680868         0.011975744039723832
94814.55258047042         0.011462455722745762
94951.09992021983         0.010978391651412251
95087.84390885367         0.010520734575499948
95224.78482957596         0.010087003529243835
95361.9229659992          0.009675004049793058
95499.25860214369         0.009282786923563718
95636.79202243882         0.008908613797357155
95774.52351172415         0.008550928351364433
95912.4533552489          0.008208332005839616
96050.58183867305         0.00787956334432714
96188.90924806858         0.0075634805998286295
96327.43586991869         0.007259046677803097
96466.16199111992         0.006965316289983927
96605.08789898141         0.006681424852111003
96744.21388122605         0.006406578861504763
96883.54022599172         0.006140047520650224
97023.06722183063         0.005881155413301255
97162.79515771057         0.005629276072167153
97302.7243230161          0.005383826303650235
97442.8550075477          0.005144261156590121
97583.18750152404         0.0049100694395051115
97723.72209558112         0.004680769705224132
97864.45908077352         0.004455906633591949
98005.39874857561         0.004235047752666079
98146.54139088086         0.004017780446835742
98287.88730000316         0.003803709206894187
98429.43676867796         0.0035924530825703458
98571.1900900617          0.0033836433025569235
98713.14755773301         0.0031769210308671752
98855.3094656939          0.002971935231642204
98997.67610836924         0.002768340617548426
99140.24778060782         0.0025657956600501595
99283.02477768378         0.0023639606438216735
99426.00739529578         0.0021624957537220773
99569.1959295684          0.0019610591939943633
99712.5906770533          0.0017593053623883822
99856.19193472837         0.0015568831533497708
100000                    0.001353434589495959
