freq	 01Vpk	 02Vpk	 05Vpk	 10Vpk	 20Vpk	 50Vpk
Hz	 m/s	 m/s	 m/s	 m/s	 m/s	 m/s
1.238409e+04	 2.512243e-05	 4.911677e-05	 1.247941e-04	 2.532407e-04	 5.165664e-04	 1.252329e-03
1.239804e+04	 2.702774e-05	 5.268991e-05	 1.266214e-04	 2.423399e-04	 5.090388e-04	 1.236527e-03
1.241200e+04	 2.458084e-05	 5.142298e-05	 1.266891e-04	 2.544589e-04	 5.002319e-04	 1.242434e-03
1.242597e+04	 2.761256e-05	 4.932564e-05	 1.341258e-04	 2.533168e-04	 4.893526e-04	 1.291432e-03
1.243996e+04	 2.552131e-05	 5.145648e-05	 1.293913e-04	 2.442830e-04	 4.834131e-04	 1.313593e-03
1.245397e+04	 2.645555e-05	 5.242790e-05	 1.302080e-04	 2.522698e-04	 4.841917e-04	 1.280531e-03
1.246800e+04	 2.592482e-05	 5.395173e-05	 1.290072e-04	 2.514545e-04	 4.844950e-04	 1.259025e-03
1.248204e+04	 2.546961e-05	 5.302773e-05	 1.279120e-04	 2.572155e-04	 5.133144e-04	 1.305151e-03
1.249609e+04	 2.792209e-05	 5.097485e-05	 1.294391e-04	 2.665195e-04	 5.198102e-04	 1.329515e-03
1.251016e+04	 2.524537e-05	 5.081001e-05	 1.291397e-04	 2.633114e-04	 5.296742e-04	 1.313948e-03
1.252425e+04	 2.593571e-05	 5.362064e-05	 1.290173e-04	 2.634377e-04	 5.416565e-04	 1.299932e-03
1.253835e+04	 2.669421e-05	 5.330898e-05	 1.267701e-04	 2.646373e-04	 5.475525e-04	 1.256052e-03
1.255247e+04	 2.550538e-05	 5.205386e-05	 1.262084e-04	 2.644322e-04	 5.525722e-04	 1.327560e-03
1.256661e+04	 2.615008e-05	 5.410957e-05	 1.314777e-04	 2.626154e-04	 5.447361e-04	 1.349311e-03
1.258076e+04	 2.568675e-05	 5.356702e-05	 1.329532e-04	 2.655027e-04	 5.457400e-04	 1.322426e-03
1.259492e+04	 2.585221e-05	 5.393076e-05	 1.367328e-04	 2.668394e-04	 5.262050e-04	 1.340252e-03
1.260911e+04	 2.656350e-05	 5.462985e-05	 1.377196e-04	 2.650314e-04	 5.263223e-04	 1.295457e-03
1.262330e+04	 2.722864e-05	 5.640306e-05	 1.360342e-04	 2.619011e-04	 5.149766e-04	 1.353589e-03
1.263752e+04	 2.567882e-05	 5.195730e-05	 1.378127e-04	 2.699983e-04	 5.166954e-04	 1.384403e-03
1.265175e+04	 2.739314e-05	 5.369150e-05	 1.335398e-04	 2.696272e-04	 5.168167e-04	 1.343968e-03
1.266599e+04	 2.800097e-05	 5.395299e-05	 1.314006e-04	 2.749711e-04	 5.198289e-04	 1.343911e-03
1.268026e+04	 2.661970e-05	 5.729112e-05	 1.327942e-04	 2.736520e-04	 5.270278e-04	 1.351041e-03
1.269454e+04	 2.743147e-05	 5.614867e-05	 1.328142e-04	 2.787397e-04	 5.323887e-04	 1.380567e-03
1.270883e+04	 2.605975e-05	 5.430136e-05	 1.347905e-04	 2.772774e-04	 5.373755e-04	 1.408553e-03
1.272314e+04	 2.685482e-05	 5.612841e-05	 1.380111e-04	 2.714760e-04	 5.490093e-04	 1.356997e-03
1.273747e+04	 2.691799e-05	 5.453371e-05	 1.401405e-04	 2.777646e-04	 5.583293e-04	 1.379383e-03
1.275181e+04	 2.859596e-05	 5.626665e-05	 1.441689e-04	 2.751529e-04	 5.747834e-04	 1.380108e-03
1.276617e+04	 2.673099e-05	 5.780446e-05	 1.417851e-04	 2.743382e-04	 5.789117e-04	 1.404736e-03
1.278054e+04	 2.772950e-05	 5.376580e-05	 1.424015e-04	 2.768048e-04	 5.830971e-04	 1.426721e-03
